Grupo,Familia,Genero,Nombre_cientifico_del_taxon,Categoria_taxonomica,Endemismo_para_Colombia,Nativa_para_Colombia,Estado_de_amenaza,Distribucion,Especimen_representativo,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Angiospermas,Solanaceae,Solanum,Solanum americanum Mill.,especie,0,1,Preocupación menor,Nativa,"Bernal-Medina, A.E. 10 (COL)",BestMatch,9.42329,Exact,0,Solanum americanum Mill.,Solanum americanum Mill.,Solanum americanum,4XZGL,Solanum americanum Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum americanum,
Angiospermas,Solanaceae,Solanum,Solanum andreanum  Baker,especie,0,1,No evaluada,Si,"Urbano, S. 2332 (HJBB)",BestMatch,9.42329,Exact,0,Solanum andreanum  Baker,Solanum andreanum Baker,Solanum andreanum,4XZHC,Solanum andreanum Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum andreanum,
Angiospermas,Solanaceae,Solanum,Solanum aphyodendron S. Knapp,especie,0,1,Preocupación menor,Si,"Marín, César 6263 (HJBB)",BestMatch,9.42329,Exact,0,Solanum aphyodendron S. Knapp,Solanum aphyodendron S.Knapp,Solanum aphyodendron,4XZJR,Solanum aphyodendron S.Knapp,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum aphyodendron,
Angiospermas,Solanaceae,Solanum,Solanum asperolanatum Ruiz & Pav.,especie,0,1,No evaluada,Nativa,"Pérez-Martínez, Laura Victoria 147 (JBB) 2015",BestMatch,9.42329,Exact,0,Solanum asperolanatum Ruiz & Pav.,Solanum asperolanatum Ruiz & Pav.,Solanum asperolanatum,4XZLJ,Solanum asperolanatum Ruiz & Pav.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum asperolanatum,
Angiospermas,Solanaceae,Solanum,Solanum betaceum Cav.,especie,0,0,No evaluada,No Nativa,"Triana, J.J.  (COL) 1856",BestMatch,9.42329,Exact,0,Solanum betaceum Cav.,Solanum betaceum Cav.,Solanum betaceum,4XZPN,Solanum betaceum Cav.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum betaceum,
Angiospermas,Solanaceae,Solanum,Solanum brevifolium Dunal,especie,0,1,No evaluada,Nativa,"Ordóñez-Blanco, Juan Camilo 1558 (JBB) 2012",BestMatch,9.42260,Exact,0,Solanum brevifolium Dunal,Solanum brevifolium Dunal,Solanum brevifolium,821385,Solanum brevifolium Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum brevifolium,
Angiospermas,Solanaceae,Solanum,Solanum callianthum C.V.Morton,especie,0,1,No evaluada,Nativa,"Orejuela, A. 1086 (B) 2015",BestMatch,9.42329,Exact,0,Solanum callianthum C.V.Morton,Solanum callianthum C.V.Morton,Solanum callianthum,4XZTF,Solanum callianthum C.V.Morton,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum callianthum,
Angiospermas,Solanaceae,Solanum,Solanum caripense Dunal,especie,0,1,No evaluada,Nativa,"Forero, E. 16 (COL)",BestMatch,9.42260,Exact,0,Solanum caripense Dunal,Solanum caripense Dunal,Solanum caripense,821418,Solanum caripense Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum caripense,
Angiospermas,Solanaceae,Solanum,Solanum colombianum Dunal,especie,0,1,Preocupación menor,Nativa,"Cuatrecasas, J. 5650 (COL) 1939",BestMatch,9.42329,Exact,0,Solanum colombianum Dunal,Solanum colombianum Dunal,Solanum colombianum,6Z5F4,Solanum colombianum Dunal,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum colombianum,
Angiospermas,Solanaceae,Solanum,Solanum cornifolium Dunal,especie,0,1,No evaluada,Nativa,"Salama, A. 39 (COL) 1990",BestMatch,9.42260,Exact,0,Solanum cornifolium Dunal,Solanum cornifolium Dunal,Solanum cornifolium,821488,Solanum cornifolium Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum cornifolium,
Angiospermas,Solanaceae,Solanum,Solanum crinitipes Dunal,especie,0,1,No evaluada,Nativa,"Schiefer, H. 902 (COL) 1945",BestMatch,9.42329,Exact,0,Solanum crinitipes Dunal,Solanum crinitipes Dunal,Solanum crinitipes,4Y24X,Solanum crinitipes Dunal,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum crinitipes,
Angiospermas,Solanaceae,Solanum,Solanum heiseri G.J.Anderson,especie,0,1,No evaluada,Nativa,"Heiserm, C.B. 6800 (MO) 1969",BestMatch,9.42329,Exact,0,Solanum heiseri G.J.Anderson,Solanum heiseri G.J.Anderson,Solanum heiseri,4Y2NV,Solanum heiseri G.J.Anderson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum heiseri,
Angiospermas,Solanaceae,Solanum,Solanum interandinum Bitter,especie,0,1,Vulnerable,Nativa,"Ordóñez-Blanco, Juan Camilo 1892 (JBB) 2013",BestMatch,9.42329,Exact,0,Solanum interandinum Bitter,Solanum interandinum Bitter,Solanum interandinum,6YTFQ,Solanum interandinum Bitter,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum interandinum,
Angiospermas,Solanaceae,Solanum,Solanum jamaicense Mill.,especie,0,1,Preocupación menor,Si,"Morales-Rozo, Clara 138 (HJBB)",BestMatch,9.42329,Exact,0,Solanum jamaicense Mill.,Solanum jamaicense Mill.,Solanum jamaicense,4Y2W2,Solanum jamaicense Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum jamaicense,
Angiospermas,Solanaceae,Solanum,Solanum juglandifolium Dunal,especie,0,1,No evaluada,Nativa,"Barclay, A. 3310 (FMB) 1972",BestMatch,9.42260,Exact,0,Solanum juglandifolium Dunal,Solanum juglandifolium Dunal,Solanum juglandifolium,821739,Solanum juglandifolium Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum juglandifolium,
Angiospermas,Solanaceae,Solanum,Solanum laurifrons Bitter,especie,0,1,No evaluada,Si,"Morales-P., Andrea Fernanda et al. 053 (HJBB)",BestMatch,9.42329,Exact,0,Solanum laurifrons Bitter,Solanum laurifrons Bitter,Solanum laurifrons,4Y328,Solanum laurifrons Bitter,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum laurifrons,
Angiospermas,Solanaceae,Solanum,Solanum laxum Spreng.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1116 (JBB) 2015",BestMatch,9.42329,Exact,0,Solanum laxum Spreng.,Solanum laxum Spreng.,Solanum laxum,4Y32G,Solanum laxum Spreng.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum laxum,
Angiospermas,Solanaceae,Solanum,Solanum lycopersicum L.,especie,0,0,No evaluada,No Nativa,"Ordóñez-Blanco, Juan Camilo 1869 (JBB) 2013",BestMatch,9.42329,Exact,0,Solanum lycopersicum L.,Solanum lycopersicum L.,Solanum lycopersicum,4Y369,Solanum lycopersicum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum lycopersicum,
Angiospermas,Solanaceae,Solanum,Solanum macrotonum Bitter,especie,0,1,No evaluada,Nativa,"Barrera, I. 10 (JBB) 1999",BestMatch,9.42329,Exact,0,Solanum macrotonum Bitter,Solanum macrotonum Bitter,Solanum macrotonum,6YTH7,Solanum macrotonum Bitter,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum macrotonum,
Angiospermas,Solanaceae,Solanum,Solanum marginatum L.f.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1374 (JBB) 2016",BestMatch,9.42329,Exact,0,Solanum marginatum L.f.,Solanum marginatum L.fil.,Solanum marginatum,4Y38S,Solanum marginatum L.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum marginatum,
Angiospermas,Solanaceae,Solanum,Solanum muricatum Aiton,especie,0,1,No evaluada,Nativa,"Killip, E.P. 2507 (COL) 1933",BestMatch,9.42329,Exact,0,Solanum muricatum Aiton,Solanum muricatum Aiton,Solanum muricatum,4Y3F3,Solanum muricatum Aiton,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum muricatum,
Angiospermas,Solanaceae,Solanum,Solanum nigrescens M.Martens & Galeotti,especie,0,1,No evaluada,Nativa,"Fajardo-G., F. 3444 (JBB) 2017",BestMatch,9.42329,Exact,0,Solanum nigrescens M.Martens & Galeotti,Solanum nigrescens M.Martens & Galeotti,Solanum nigrescens,4Y3GX,Solanum nigrescens M.Martens & Galeotti,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum nigrescens,
Angiospermas,Solanaceae,Solanum,Solanum nigrum L.,especie,0,0,,No,"Pinzón, Luisa Fernanda 335 (HJBB)",BestMatch,9.42329,Exact,0,Solanum nigrum L.,Solanum nigrum L.,Solanum nigrum,4Y3H2,Solanum nigrum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum nigrum,
Angiospermas,Solanaceae,Solanum,Solanum oblongifolium Dunal,especie,0,1,No evaluada,Nativa,"Triana, J.J.  (BM, NY, US) 1851",BestMatch,9.42260,Exact,0,Solanum oblongifolium Dunal,Solanum oblongifolium Dunal,Solanum oblongifolium,821902,Solanum oblongifolium Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum oblongifolium,
Angiospermas,Solanaceae,Solanum,Solanum ochranthum Dunal,especie,0,1,No evaluada,Si,"Marín, César 6293 (HJBB)",BestMatch,9.42260,Exact,0,Solanum ochranthum Dunal,Solanum ochranthum Dunal,Solanum ochranthum,821907,Solanum ochranthum Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum ochranthum,
Angiospermas,Solanaceae,Solanum,Solanum ovalifolium Dunal,especie,0,1,No evaluada,Nativa,"Schultes, R.E. 7196 (COL) 1946",BestMatch,9.42260,Exact,0,Solanum ovalifolium Dunal,Solanum ovalifolium Dunal,Solanum ovalifolium,821923,Solanum ovalifolium Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum ovalifolium,
Angiospermas,Solanaceae,Solanum,Solanum pseudocapsicum L.,especie,0,1,No evaluada,Nativa,"Duque-Jaramillo, J.M. 3000 (COL) 1946",BestMatch,9.42329,Exact,0,Solanum pseudocapsicum L.,Solanum pseudocapsicum L.,Solanum pseudocapsicum,6YTJR,Solanum pseudocapsicum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum pseudocapsicum,
Angiospermas,Solanaceae,Solanum,Solanum psychotrioides Dunal,especie,0,1,No evaluada,Nativa,"Cuatrecasas, J. 7980 (COL) 1940",BestMatch,9.42260,Exact,0,Solanum psychotrioides Dunal,Solanum psychotrioides Dunal,Solanum psychotrioides,822006,Solanum psychotrioides Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum psychotrioides,
Angiospermas,Solanaceae,Solanum,Solanum quitoense Lam.,especie,0,1,No evaluada,Nativa,"García, Roger Fabián 10 (JBB) 2015",BestMatch,9.42329,Exact,0,Solanum quitoense Lam.,Solanum quitoense Lam.,Solanum quitoense,4Y3XF,Solanum quitoense Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum quitoense,
Angiospermas,Solanaceae,Solanum,Solanum stellatiglandulosum Bitter,especie,0,1,No evaluada,Nativa,"Beltrán, G.D. 40 (COL) 2008",BestMatch,9.42329,Exact,0,Solanum stellatiglandulosum Bitter,Solanum stellatiglandulosum Bitter,Solanum stellatiglandulosum,6Z5CD,Solanum stellatiglandulosum Bitter,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum stellatiglandulosum,
Angiospermas,Solanaceae,Solanum,Solanum stenophyllum Dunal,especie,0,1,No evaluada,Nativa,"Pedraza, P. 197 (COL) 1998",BestMatch,9.42260,Exact,0,Solanum stenophyllum Dunal,Solanum stenophyllum Dunal,Solanum stenophyllum,822132,Solanum stenophyllum Dunal,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Solanales|Solanaceae|Solanum|Solanum stenophyllum,
Angiospermas,Solanaceae,Solanum,Solanum tuberosum L.,especie,0,0,No evaluada,No Nativa,"Suárez, C. I. 879 (JBB) 2018",BestMatch,9.42329,Exact,0,Solanum tuberosum L.,Solanum tuberosum L.,Solanum tuberosum,4Y4K6,Solanum tuberosum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum tuberosum,
Angiospermas,Solanaceae,Streptosolen,Streptosolen jamesonii (Benth.) Miers,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1003 (JBB) 2015",BestMatch,9.42329,Exact,0,Streptosolen jamesonii (Benth.) Miers,Streptosolen jamesonii (Benth.) Miers,Streptosolen jamesonii,52YXB,Streptosolen jamesonii (Benth.) Miers,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Cestroideae|Browallieae|Streptosolen|Streptosolen jamesonii,
Angiospermas,Styracaceae,Styrax,Styrax davillifolius Perkins,especie,0,1,No evaluada,Nativa,"Montenegro, L. 114 (COL) 2002",BestMatch,9.42329,Exact,0,Styrax davillifolius Perkins,Styrax davillifolius Perkins,Styrax davillifolius,53C4Q,Styrax davillifolius Perkins,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Styracaceae|Styrax|Styrax davillifolius,
Angiospermas,Styracaceae,Styrax,Styrax macrocalyx Perkins,especie,0,1,No evaluada,Nativa,"Betancur, J. 7019 (COL) 1997",BestMatch,9.42329,Exact,0,Styrax macrocalyx Perkins,Styrax macrocalyx Perkins,Styrax macrocalyx,53C78,Styrax macrocalyx Perkins,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Styracaceae|Styrax|Styrax macrocalyx,
Angiospermas,Styracaceae,Styrax,Styrax trichocalyx Perkins,especie,0,1,No evaluada,Nativa,"Mahecha, G.  (UDBC) 1973",BestMatch,9.42329,Exact,0,Styrax trichocalyx Perkins,Styrax trichocalyx Perkins,Styrax trichocalyx,7B44N,Styrax trichocalyx Perkins,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Styracaceae|Styrax|Styrax trichocalyx,
Angiospermas,Symplocaceae,Symplocos,Symplocos cundinamarcensis B.Ståhl,especie,0,1,No evaluada,Nativa,"Zapata, S. 150 (COL) 2003",BestMatch,9.42329,Exact,0,Symplocos cundinamarcensis B.Ståhl,Symplocos cundinamarcensis B.Stahl,Symplocos cundinamarcensis,53RKD,Symplocos cundinamarcensis B.Stahl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Symplocaceae|Symplocos|Symplocos cundinamarcensis,
Angiospermas,Symplocaceae,Symplocos,Symplocos flosfragrans Chaparro,especie,0,1,No evaluada,Nativa,"Garay, H. 30 (COL) 2003",BestMatch,9.42260,Exact,0,Symplocos flosfragrans Chaparro,Symplocos flosfragrans Chaparro,Symplocos flosfragrans,wfo-0000491438-2025-06,Symplocos flosfragrans Chaparro,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Ericales|Symplocaceae|Symplocos|Symplocos flosfragrans,
Angiospermas,Symplocaceae,Symplocos,Symplocos mucronata Humb. & Bonpl.,especie,0,1,No evaluada,Nativa,"Serna, G. 31 (COL) 2003",BestMatch,9.42226,Exact,0,Symplocos mucronata Humb. & Bonpl.,Symplocos mucronata Humb. & Bonpl.,Symplocos mucronata,bare-name-247972-2,,false,167,IPNI,,
Angiospermas,Symplocaceae,Symplocos,Symplocos rigidissima Brand,especie,0,1,No evaluada,Nativa,"Triana, J.J.  (COL) 1855",BestMatch,9.42329,Exact,0,Symplocos rigidissima Brand,Symplocos rigidissima Brand,Symplocos rigidissima,53S3J,Symplocos rigidissima Brand,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Symplocaceae|Symplocos|Symplocos rigidissima,
Angiospermas,Symplocaceae,Symplocos,Symplocos theiformis (L.f.) Oken,especie,0,1,No evaluada,Nativa,"Orejuela, A. 1165 (B) 2015",BestMatch,9.42260,Exact,0,Symplocos theiformis (L.f.) Oken,Symplocos theiformis (L.f.) Oken,Symplocos theiformis,wfo-0001141548-2025-06,Symplocos theiformis (L.f.) Oken,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Ericales|Symplocaceae|Symplocos|Symplocos theiformis,
Angiospermas,Theaceae,Camellia,Camellia japonica L.,especie,0,0,No evaluada,No Nativa,"Duque-Jaramillo, J.M. 2958 (COL) 1946",BestMatch,9.42329,Exact,0,Camellia japonica L.,Camellia japonica L.,Camellia japonica,Q9KD,Camellia japonica L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Theaceae|Theeae|Camellia|Camellia japonica,
Angiospermas,Theaceae,Gordonia,Gordonia fruticosa (Schrad.) H.Keng,especie,0,1,No evaluada,Nativa,"López, P. 31 (COL) 2003",BestMatch,9.42329,Exact,0,Gordonia fruticosa (Schrad.) H.Keng,Gordonia fruticosa (Schrad.) H.Keng,Gordonia fruticosa,6L298,Gordonia fruticosa (Schrad.) H.Keng,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Theaceae|Gordonieae|Gordonia|Gordonia fruticosa,
Angiospermas,Thymelaeaceae,Daphnopsis,Daphnopsis caracasana Meisn.,especie,0,1,No evaluada,Nativa,"Vargas, K. 1 (COL) 2011",BestMatch,9.42329,Exact,0,Daphnopsis caracasana Meisn.,Daphnopsis caracasana Meisn.,Daphnopsis caracasana,345NK,Daphnopsis caracasana Meisn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Thymelaeaceae|Thymelaeoideae|Daphnopsis|Daphnopsis caracasana,
Angiospermas,Tofieldiaceae,Harperocallis,Harperocallis flava McDaniel,especie,0,0,No evaluada,No Nativa,"Allen, P.H. 3012 (MO) 1943",BestMatch,9.42329,Exact,0,Harperocallis flava McDaniel,Harperocallis flava McDaniel,Harperocallis flava,6LDHZ,Harperocallis flava McDaniel,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Tofieldiaceae|Harperocallis|Harperocallis flava,
Angiospermas,Tofieldiaceae,Harperocallis,Harperocallis sessiliflora (Hook.) L.M.Campb. & Dorr,especie,0,1,No evaluada,Nativa,"Orejuela, A. 1890 (JBB) 2015",BestMatch,9.42329,Exact,0,Harperocallis sessiliflora (Hook.) L.M.Campb. & Dorr,Harperocallis sessiliflora (Hook.) L.M.Campb. & Dorr,Harperocallis sessiliflora,6LDK6,Harperocallis sessiliflora (Hook.) L.M.Campb. & Dorr,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Tofieldiaceae|Harperocallis|Harperocallis sessiliflora,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum majus L.,especie,0,0,No evaluada,No Nativa,"Garzón, A. 1 (COL) 2007",BestMatch,9.42329,Exact,0,Tropaeolum majus L.,Tropaeolum majus L.,Tropaeolum majus,7CVJH,Tropaeolum majus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum majus,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum peregrinum L.,especie,0,0,No evaluada,No Nativa,"Triana, J.J.  (COL) 1856",BestMatch,9.42329,Exact,0,Tropaeolum peregrinum L.,Tropaeolum peregrinum L.,Tropaeolum peregrinum,7CVK2,Tropaeolum peregrinum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum peregrinum,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum pubescens Kunth,especie,0,1,No evaluada,Nativa,"Idrobo, J.M. 453 (COL) 1946",BestMatch,9.42329,Exact,0,Tropaeolum pubescens Kunth,Tropaeolum pubescens Kunth,Tropaeolum pubescens,7D7JX,Tropaeolum pubescens Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum pubescens,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum smithii DC.,especie,0,1,No evaluada,Nativa,Anónimo 303 (COL) 1939,BestMatch,9.42329,Exact,0,Tropaeolum smithii DC.,Tropaeolum smithii DC.,Tropaeolum smithii,7CVJ9,Tropaeolum smithii DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum smithii,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum trilobum Turcz.,especie,0,1,No evaluada,Nativa,"Vergara, K. 22 (COL) 1999",BestMatch,9.42329,Exact,0,Tropaeolum trilobum Turcz.,Tropaeolum trilobum Turcz.,Tropaeolum trilobum,7D7LC,Tropaeolum trilobum Turcz.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum trilobum,
Angiospermas,Tropaeolaceae,Tropaeolum,Tropaeolum tuberosum Ruiz & Pav.,especie,0,1,No evaluada,Nativa,"Idrobo, J.M. 4135 (COL) 1961",BestMatch,9.42329,Exact,0,Tropaeolum tuberosum Ruiz & Pav.,Tropaeolum tuberosum Ruiz & Pav.,Tropaeolum tuberosum,7CVLP,Tropaeolum tuberosum Ruiz & Pav.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum tuberosum,
Angiospermas,Typhaceae,Typha,Typha angustifolia L.,especie,0,0,,No,"Cabrera, Diego 3793 (HJBB)",BestMatch,9.42329,Exact,0,Typha angustifolia L.,Typha angustifolia L.,Typha angustifolia,59V56,Typha angustifolia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Typhaceae|Typha|Typha angustifolia,
Angiospermas,Typhaceae,Typha,Typha domingensis Pers.,especie,0,1,No evaluada,Nativa,"Ardila-Calderón, G. (2010)",BestMatch,9.42329,Exact,0,Typha domingensis Pers.,Typha domingensis Pers.,Typha domingensis,7DB7X,Typha domingensis Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Typhaceae|Typha|Typha domingensis,
Angiospermas,Typhaceae,Typha,Typha latifolia L.,especie,0,1,No evaluada,Nativa,"Hernández-R., J. 105 (COL) 2003",BestMatch,9.42329,Exact,0,Typha latifolia L.,Typha latifolia L.,Typha latifolia,59V6S,Typha latifolia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Typhaceae|Typha|Typha latifolia,
Angiospermas,Ulmaceae,Ulmus,Ulmus carpinifolia Gled.,especie,0,0,,No,"Marín, César 6483 (HJBB)",BestMatch,9.42295,Exact,0,Ulmus carpinifolia Gled.,Ulmus carpinifolia Gled.,Ulmus carpinifolia,9YP2W,Ulmus minor subsp. minor,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Ulmaceae|Ulmus|Ulmus minor|Ulmus minor minor,
Angiospermas,Urticaceae,Boehmeria,Boehmeria celtidifolia Kunth,especie,0,1,No evaluada,Nativa,"Solano, F. 20 (COL) 1962",BestMatch,9.42329,Exact,0,Boehmeria celtidifolia Kunth,Boehmeria celtidifolia Kunth,Boehmeria celtidifolia,M9BX,Boehmeria celtidifolia Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Urticaceae|Urticoideae|Boehmerieae|Boehmeriinae|Boehmeria|Boehmeria celtidifolia,
